feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
0.39194331488060663,1.3866193028924314,-0.14017792982534394,0.3887447228314632,-3.0541691309392065,-0.09326066554176463,-1.7092119733212954,2.8579306089871146,0.35688140293387305,-2.5424774491458058,0.15545482697566124,-1.3060176742267655,0.0637154123787349,1.1722749596080682,-1.3029838906750533,1
0.9211889720346504,-1.97213061570812,0.07388693612455402,-1.3722567839937294,-2.172763627702265,0.30124248009139015,1.104396307844283,-0.04890199035529785,0.8966112192117225,4.437979057619685,-2.2227136016364666,-2.14104973954744,-2.381243470188262,2.4398744669855015,1.14649414407384,1
3.6648020205799803,-0.23779177821494812,1.4224229552858216,0.46600532842847975,2.0510051542828225,0.628102969833705,-4.922357853642021,0.2045861481851874,-2.8804767537817773,1.5966237167197124,0.8439414890736222,0.5001979484201721,-1.5913045979439817,0.053384272479021756,1.6626639730965416,1
-1.4432050531433904,1.203531062253211,-0.5237042828895252,1.2724376927333514,1.110077540383527,-0.7853179202632383,-1.270622949010578,3.521826438091596,-3.0376867493420185,0.2922047437692237,3.8639209384008777,0.058701634282506854,1.8569664661508125,-1.3657959280509446,-0.06361164827960963,1
-0.03172251512001467,-2.9800869081772747,-0.571902849809924,0.5276064905430988,-4.355382348378664,1.6588696944553298,0.02828672132029686,1.2072160692697176,-0.9638110075576363,0.24569840465134374,-0.6995083972984875,-1.2905970502386839,-2.561108758397671,-0.6411116541527696,-0.192754236781421,0
0.06663206113122011,2.5363112689755813,-1.5144140623981206,-0.6610518601382946,2.2548546644406016,-0.08251351891139448,-0.07822680600656717,-0.68710468597006,1.293894063978834,2.855065471715978,1.3162233309158986,-1.5404532364140477,-0.43679719697688413,0.5487004763949003,-0.7243097397288172,0
-0.9026610397166228,2.0500910029688852,-1.5105460503694963,2.8887130180689953,4.070271896274967,-0.6770111767903435,-1.2995388483625816,-1.8605370146873674,2.479146651929496,4.513348145723824,4.993391986566616,0.21361065786983713,-3.0631399882673884,-0.687784294825431,-3.553296575529589,0
-3.5178382706864717,1.3489675326691137,2.1050866393345022,3.3497552359320126,0.5401295487810028,-0.8001752986641041,0.009328905096559925,2.857283685238227,0.04037469888309975,-0.5141533201038203,0.8934196802507092,3.81671816502422,2.64606146880761,-2.0615231121122495,3.819244381686289,1
1.2403112562329286,-0.7898740581555448,0.07999585524358216,2.0307569674291996,-2.3011598126689634,-0.9557543578226444,-1.053701775055973,1.7792433402457497,-0.1360201943361321,1.6326932196488244,2.226853759029771,-0.2835741433043445,-2.658855103035221,0.12150300981893442,-0.06104647526801554,1
0.8381512676859681,1.2251270823124787,-0.9857330334274744,0.26764933761297405,0.338224758780186,-1.008106506760428,-0.07556334074324478,0.8929713279857008,-1.7360858156584393,0.976991741112862,3.879196654087972,-2.840367296992862,1.0836738482568016,-0.7737805788906578,-1.635895434016253,0
