feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target,positive_predictors_sum,main_interaction
0.3919433148806066,1.3866193028924314,-0.1401779298253439,0.3887447228314632,-3.0541691309392065,-0.0932606655417646,-1.7092119733212954,2.8579306089871146,0.356881402933873,-2.5424774491458058,0.1554548269756612,-1.3060176742267655,0.0637154123787349,1.1722749596080682,-1.3029838906750533,1,3.3103907441973126,-0.9883746912734319
0.9211889720346504,-1.97213061570812,0.073886936124554,-1.3722567839937294,-2.172763627702265,0.3012424800913901,1.104396307844283,-0.0489019903552978,0.8966112192117225,4.437979057619685,-2.2227136016364666,-2.14104973954744,-2.381243470188262,2.439874466985501,1.14649414407384,1,-3.8024022445372894,-6.0900468690407115
3.66480202057998,-0.2377917782149481,1.4224229552858216,0.4660053284284797,2.0510051542828225,0.628102969833705,-4.922357853642021,0.2045861481851874,-2.8804767537817773,1.5966237167197124,0.8439414890736222,0.5001979484201721,-1.5913045979439815,0.0533842724790217,1.6626639730965416,1,-0.9207131213303144,0.7440351594866695
-1.4432050531433904,1.203531062253211,-0.5237042828895252,1.2724376927333514,1.110077540383527,-0.7853179202632383,-1.270622949010578,3.521826438091596,-3.0376867493420185,0.2922047437692237,3.8639209384008777,0.0587016342825068,1.8569664661508123,-1.3657959280509446,-0.0636116482796096,1,6.6512305969757595,0.3718123299674511
-0.0317225151200146,-2.9800869081772747,-0.571902849809924,0.5276064905430988,-4.355382348378664,1.6588696944553298,0.0282867213202968,1.2072160692697176,-0.9638110075576364,0.2456984046513437,-0.6995083972984875,-1.290597050238684,-2.561108758397671,-0.6411116541527696,-0.192754236781421,0,-0.8262861985848544,0.12963207301013363
0.0666320611312201,2.5363112689755813,-1.5144140623981206,-0.6610518601382946,2.2548546644406016,-0.0825135189113944,-0.0782268060065671,-0.68710468597006,1.293894063978834,2.855065471715978,1.3162233309158986,-1.5404532364140475,-0.4367971969768841,0.5487004763949003,-0.7243097397288172,0,-1.7849537430852387,-1.8873463408944648
-0.9026610397166228,2.050091002968885,-1.5105460503694963,2.888713018068996,4.070271896274967,-0.6770111767903435,-1.2995388483625816,-1.860537014687368,2.479146651929496,4.513348145723824,4.993391986566616,0.2136106578698371,-3.0631399882673884,-0.687784294825431,-3.553296575529589,0,-2.0349639848857604,13.037767543629975
-3.517838270686472,1.3489675326691135,2.1050866393345022,3.3497552359320126,0.5401295487810028,-0.8001752986641041,0.0093289050965599,2.857283685238227,0.0403746988830997,-0.5141533201038203,0.8934196802507092,3.81671816502422,2.64606146880761,-2.061523112112249,3.819244381686289,1,8.85310038997785,-1.7222877760896003
1.2403112562329286,-0.7898740581555448,0.0799958552435821,2.0307569674292,-2.3011598126689634,-0.9557543578226444,-1.053701775055973,1.7792433402457497,-0.1360201943361321,1.6326932196488244,2.226853759029771,-0.2835741433043445,-2.658855103035221,0.1215030098189344,-0.0610464752680155,1,1.1511452046397288,3.3156031314762635
0.8381512676859681,1.225127082312479,-0.9857330334274744,0.267649337612974,0.338224758780186,-1.008106506760428,-0.0755633407432447,0.8929713279857008,-1.7360858156584391,0.976991741112862,3.879196654087972,-2.840367296992862,1.0836738482568016,-0.7737805788906578,-1.635895434016253,0,2.2442945138554764,0.2614911923622037
-0.5287780407200087,0.1037103157289798,-0.8447029987029827,1.6751547945540044,0.307865356242581,0.6467439354186445,0.1746524665694631,-2.00541292931236,-1.0131369147447389,-0.2318565939878552,1.7693300196813044,-0.8357831132257852,0.173930576897648,1.315821840016223,0.4829085609166974,0,-0.15632755786070776,-0.38839568506771677
1.301919827897089,-0.2139410105798278,0.1271739191942854,-2.45850668870702,-2.449518991168367,-0.1726263530084781,0.398998795519626,0.5317055071251754,2.743630723624924,0.377183639275317,-5.353701167335752,-0.1599186619673043,-0.9100052536637484,0.5582321068783032,1.8982946007530472,0,-2.8368064352455935,-0.9273085000292227
1.606323903441229,-0.6953641599689221,0.543339596999048,-2.808903047221116,-3.6129896069040464,-0.072477719594035,1.566239422148584,4.2514168519156526,2.512899878823697,0.6720930220237383,-4.042053210611425,0.6228019939007046,-0.0209257396428061,-0.860523867981239,1.2474807715240104,0,1.4215880650517305,-1.887844137578527
2.619614686722972,2.157280417177021,0.9753357348887596,-2.659790803876298,-1.5549302784017969,1.7481355725242844,-2.417671551959827,2.058263738428792,4.594050098351987,-3.3760147898001502,-5.216414845543846,-0.606144405224982,2.2023849855390045,0.4489427181929976,-3.106427420375448,1,1.6008579200914985,8.979493091660814
-1.5404054185341776,3.139266047009274,-0.664700905151014,-0.8188518909909954,0.4451955469037135,1.3655603704321777,0.0374811342671039,2.0256557241967124,-1.02546461698005,-2.3310517303227885,3.7970771826880143,-1.2311117101586142,-0.3342118037794033,-0.1210754323905538,-3.2260510336080364,1,0.8725920294263136,1.9087861173726473
4.597466866613065,-0.9312555211891084,-1.3395179235650372,-0.0549014499455997,-0.248320113186043,0.9661253255303112,-3.063718593822201,1.102204571045176,0.3287623450015169,-0.1344885637687685,-1.411977059222605,1.2871709671538345,-0.2211460305557679,-0.8516172401867081,0.4009296794433099,1,0.8261570905438084,0.007383617152006637
-1.8200335304129789,-0.1091986831449658,-1.410467416412775,1.2599962631293444,0.652956314642234,-1.4621104551954147,0.4470032192475186,-1.830003425487232,0.0859854704671481,1.6687457066948077,1.1382964814458991,-0.6724911133972973,-1.2835023933447558,-1.2977283756812326,-0.1736257955837958,0,-1.8535095557026433,2.1026133545485948
-4.145360270998785,4.059309203381536,0.6259320959729026,0.7539867081774272,3.338063966668823,-0.6414157900234342,2.2552960305526826,0.4942950087591456,-1.287479703570168,-1.0340655479244858,4.157639215832246,1.848722591455513,1.5481182018417847,1.3698682233619108,1.9376748782427184,1,2.7963999187783575,-0.7796716785192707
3.3726073489729504,-1.5549746160355409,0.8380140545363104,2.694305322062064,-7.87266175794722,-0.9463138227477964,1.2320850985405891,-0.4497605683594761,5.401574274599623,1.3425514272405614,-3.081562721021314,-4.239006678690666,0.5718857668971147,-0.100695872817177,0.4837237427356473,0,2.8164305205997024,3.6172434555562645
-2.320966581081596,1.6124810379496963,0.6455980789595456,2.032245852053401,-0.509206038710654,0.8898569517854946,-0.2542368898686116,1.158639895389957,2.0138154158645536,0.0648611122987135,0.6200150166832934,0.9476469338952848,-0.3287916047083004,0.7039646767942336,0.0386097213763909,1,2.8620941427350575,0.13181372642863032
1.969555209186857,0.6404156173460096,-0.2482511138610935,-1.9987745112336373,-5.642680700084502,-0.2127199169309193,2.913293935698968,6.073472934570078,0.1790388494928056,-0.5441216137121756,0.203933181318989,-1.148808634550737,0.31552442499225,0.3092783851266944,1.876811534954557,0,4.390222848328691,1.0875764124992118
2.575166858697304,-4.533574857121375,-0.4075893446596956,-2.2495273223901187,-3.3680046480617327,0.7875433243268652,-1.995119085835791,0.3447264687768789,2.277447212582944,-1.0766922225374886,-9.774757094051418,1.6110410978966143,0.2517978579584348,-0.6115158020383546,1.5501923405820406,0,-1.653002995654805,2.4220485724030225
